gender,group,flight,player_id,player_name,school,seed,bracket_wins,bracket_losses,champion,runner_up,matches,wins,win_pct,wae,expected_wins,bracket_pct,elevation
girls,6A,S2,4c32dc40da1f5ae4,Ya-ting Chao,Marigny,5.0,3,1,0,0,27.0,20.0,0.7407407407407407,-2.6016620436277944,22.601662043627794,0.75,0.0092592592592593
boys,Group 3,D1,adb1409e6aa944df,Heath Woods,Ocean Park,3.0,5,1,0,1,23.0,19.0,0.8260869565217391,2.205622817428365,16.794377182571633,0.8333333333333334,0.007246376811594235
girls,Group 3,S1,93d56ae45c4149e2,Irina Șut,Mirage Crossing,3.0,5,1,0,1,23.0,19.0,0.8260869565217391,-1.6553191755923673,20.655319175592368,0.8333333333333334,0.007246376811594235
boys,1A,S2,b3177f2b80ebb887,Benjamin Ericksen,Silton Ridge,3.0,4,1,0,0,29.0,23.0,0.7931034482758621,-0.9562022376115857,23.956202237611585,0.8,0.006896551724137945
girls,8A,S3,31a1b224c562c0e5,Hannah Toro,Pacific Gate,5.0,4,1,0,0,29.0,23.0,0.7931034482758621,0.23275435905231445,22.767245640947685,0.8,0.006896551724137945
girls,8A,S3,1af715e160663060,Saoirse Farrell,Seawall,2.0,5,1,0,1,29.0,24.0,0.8275862068965517,-0.4818955098095279,24.48189550980953,0.8333333333333334,0.005747126436781658
boys,1A,S1,3826a84de54de7f0,Nolan Acuna,Banfield Day,1.0,6,0,1,0,21.0,21.0,1.0,1.0815998073935094,19.91840019260649,1.0,0.0
boys,2A,D1,1bc74df38c87c056,Donald Robertson,Porterfield,1.0,6,0,1,0,15.0,15.0,1.0,0.5840185173537832,14.415981482646217,1.0,0.0
boys,2A,S2,07d972fa4153653b,Leander Sadiq,Porterfield,1.0,6,0,1,0,21.0,21.0,1.0,1.4914809847208357,19.508519015279166,1.0,0.0
boys,3A,D1,a3b4cbeaee0dc976,Shinichi Morii,California Canyons,1.0,6,0,1,0,13.0,13.0,1.0,0.1442873223059581,12.855712677694042,1.0,0.0
boys,4A,S2,49b535ed7cf7a610,Jaxon Roth,Walter-Kenny,2.0,6,0,1,0,18.0,18.0,1.0,0.5553421459791328,17.444657854020868,1.0,0.0
boys,5A,D1,f6745a07a1e75c6b,Tyler Baumgartner,Westfield Friends,1.0,6,0,1,0,10.0,10.0,1.0,0.08157511312972254,9.918424886870277,1.0,0.0
boys,5A,S3,cbcc75c1400bcc11,Liam Meek,Westfield Friends,2.0,6,0,1,0,20.0,20.0,1.0,0.3334726488936597,19.66652735110634,1.0,0.0
boys,6A,S2,dbf11c2054c8845e,Garrett Birnbaum,Chaminade,1.0,6,0,1,0,25.0,25.0,1.0,1.0649340833178833,23.935065916682117,1.0,0.0
boys,9A,S3,a96556f82639a8e2,Jace Harvey,Rockridge,1.0,6,0,1,0,21.0,21.0,1.0,1.8691191390493218,19.13088086095068,1.0,0.0
girls,5A,D1,82b52ef2e2199053,Aaliyah Gentry,Star City,1.0,6,0,1,0,13.0,13.0,1.0,0.46043542482832955,12.53956457517167,1.0,0.0
girls,5A,S2,f36c837a48330e30,Kenley Perez,Star City,1.0,6,0,1,0,19.0,19.0,1.0,1.4841703690418773,17.515829630958123,1.0,0.0
girls,6A,D1,13a53b16d47de553,Genesis Williams,Hayes,1.0,6,0,1,0,15.0,15.0,1.0,0.5312213319505913,14.468778668049408,1.0,0.0
girls,6A,S3,71574f3f006a2500,Anna Wells,Oakhaven,1.0,6,0,1,0,32.0,32.0,1.0,1.4918274119618515,30.50817258803815,1.0,0.0
girls,Group 1,D1,cb64656d19888cd6,Jillian Etheredge,Irvington,1.0,6,0,1,0,35.0,35.0,1.0,1.7188348578180763,33.281165142181926,1.0,0.0
girls,Group 1,S1,984241fbf479f850,Khloe Knight,Tallulah Central,1.0,6,0,1,0,18.0,18.0,1.0,1.9673632399367482,16.03263676006325,1.0,0.0
girls,Group 2,S3,9031d22acb922a34,Denia Ballesteros,Star Valley Regional,1.0,6,0,1,0,30.0,30.0,1.0,0.8193203223857582,29.180679677614243,1.0,0.0
girls,Group 3,D2,038073bef9642a07,Zoey Ortiz,Espoo,1.0,6,0,1,0,18.0,18.0,1.0,0.715060549505138,17.28493945049486,1.0,0.0
boys,7A,D1,9af02794a1eec1d2,Ricky Papa,Evans Larsen Day,2.0,5,0,1,0,15.0,15.0,1.0,0.3731157991388846,14.626884200861115,1.0,0.0
boys,Group 1,S2,0e846e4f59277076,Martin Bernier,Jackson Hole,4.0,5,1,0,1,24.0,20.0,0.8333333333333334,1.7868847955289602,18.21311520447104,0.8333333333333334,0.0
girls,1A,D1,393de5c015743537,Sadie Lawhorn,Coastal Christian,4.0,5,1,0,1,12.0,10.0,0.8333333333333334,-0.14081961092260042,10.1408196109226,0.8333333333333334,0.0
boys,2A,S1,3591134509b7a097,Wallace Walters,Meridian Regional,1.0,4,1,0,0,20.0,16.0,0.8,-1.7870059547361516,17.787005954736152,0.8,0.0
girls,1A,S1,e4c1d3c58bccd8bf,Joyce Kaiser,Levee Bluff,4.0,4,1,0,0,25.0,20.0,0.8,0.7165840205669117,19.283415979433087,0.8,0.0
girls,8A,D1,7660e6f3c2e5191a,Kathryn Panico,Crater View,5.0,4,1,0,0,20.0,16.0,0.8,1.4484388478251884,14.551561152174811,0.8,0.0
girls,8A,S1,7c45ab19da3d72de,Alana Tamasese,Brooks,6.0,4,1,0,0,30.0,24.0,0.8,-0.9592389197408695,24.95923891974087,0.8,0.0
boys,1A,S3,090c4b65f6606a88,Marshall Sanchez,Portola-Caverly,6.0,3,1,0,0,16.0,12.0,0.75,-0.1733664173415574,12.173366417341557,0.75,0.0
boys,6A,D2,e94ab1a7db92d796,Terrance Kutcher,Pelican Town,6.0,3,1,0,0,16.0,12.0,0.75,0.6057931261388969,11.394206873861103,0.75,0.0
boys,7A,D1,ceeefbcb676bd520,Zack Kendrick,Henson Prep,6.0,3,1,0,0,16.0,12.0,0.75,0.01960401307358728,11.980395986926412,0.75,0.0
boys,7A,S2,1bf41cedabdc0fd5,Anakin Cowan,Orchard Union,5.0,3,1,0,0,20.0,15.0,0.75,-0.06972519412395517,15.069725194123954,0.75,0.0
boys,Group 1,S3,5ef78b3a632a074c,Cash Sandberg,Irvington,5.0,3,1,0,0,28.0,21.0,0.75,-0.04301982808348925,21.04301982808349,0.75,0.0
girls,1A,S1,3af1822dcf0e48db,Valeria Cyr,Linden,7.0,3,1,0,0,20.0,15.0,0.75,0.12548691958926916,14.87451308041073,0.75,0.0
girls,2A,D1,8b67866ae96dd036,Addison Conger,Puerto Alma,10.0,3,1,0,0,12.0,9.0,0.75,0.3440899658846073,8.655910034115392,0.75,0.0
girls,4A,S3,ecce4cd838c5fa3e,Lydia King,Eastmont,7.0,3,1,0,0,16.0,12.0,0.75,-0.8256841034810689,12.82568410348107,0.75,0.0
girls,6A,S1,97fc23c7120fff4d,Audrey Reaves,Oakhaven,4.0,3,1,0,0,24.0,18.0,0.75,-2.867827822412841,20.867827822412842,0.75,0.0
girls,7A,D1,85a167019295225e,Aubrey Prysock,Topanga,8.0,3,1,0,0,16.0,12.0,0.75,0.4935318379750836,11.506468162024916,0.75,0.0
girls,7A,S2,d2d708977f69bfd1,Brylee Garza,Bellarmine Prep,4.0,3,1,0,0,20.0,15.0,0.75,-1.2794159414941892,16.27941594149419,0.75,0.0
girls,Group 1,S2,481f4be2816742e9,Kimber Hesser,River Plain,14.0,3,1,0,0,28.0,21.0,0.75,-0.2383740488528714,21.238374048852872,0.75,0.0
boys,Group 2,S1,4b9f9632197d3e9e,Jayden Emery,Pierre,2.0,4,1,0,0,26.0,21.0,0.8076923076923077,-1.602040660882753,22.602040660882754,0.8,-0.007692307692307665
boys,6A,S1,997f938ee982fac3,Jonathan Johnson,Manzanita,6.0,3,1,0,0,29.0,22.0,0.7586206896551724,-1.286659462839255,23.286659462839253,0.75,-0.008620689655172376
boys,6A,S3,cb7984c72ece4bdc,Felix Matthews,Oakhaven,1.0,5,1,0,1,38.0,32.0,0.8421052631578947,-1.33557514591844,33.33557514591844,0.8333333333333334,-0.00877192982456132
boys,3A,S3,57c42d455ce67dbd,Emmett Greeley,Ciderhaven,3.0,4,1,0,0,21.0,17.0,0.8095238095238095,-0.9151972171395014,17.9151972171395,0.8,-0.00952380952380949
boys,2A,S2,232d4820cb2bcfa3,Frank Futch,Governor Woods,13.0,3,1,0,0,25.0,19.0,0.76,1.7150614992218973,17.284938500778104,0.75,-0.010000000000000009
boys,9A,D1,4c2022315100ee4c,Lawrence Adams,L.B. Johnson,7.0,3,1,0,0,25.0,19.0,0.76,-1.8560609499863319,20.856060949986333,0.75,-0.010000000000000009
boys,9A,S1,788aa65239fce14d,Krew Kagan,San Tomás,12.0,3,1,0,0,25.0,19.0,0.76,-1.265624506403907,20.265624506403906,0.75,-0.010000000000000009
girls,6A,S1,043c05402754bca7,Jada Silva,Hurston,9.0,3,1,0,0,25.0,19.0,0.76,0.394567186923206,18.605432813076796,0.75,-0.010000000000000009
boys,1A,S3,1a313e86acabd431,Isaac Coats,Ione,13.0,3,1,0,0,21.0,16.0,0.7619047619047619,1.35758512253244,14.64241487746756,0.75,-0.011904761904761862
boys,2A,S1,e7320a0a31cdbdee,Jacob Flores,Fountain Park,9.0,3,1,0,0,21.0,16.0,0.7619047619047619,0.8045664701424532,15.195433529857548,0.75,-0.011904761904761862
boys,Group 2,D1,7c7b1cb8775eef2a,Mayson Andersen,Chicago Island,5.0,3,1,0,0,21.0,16.0,0.7619047619047619,0.8794051656833786,15.120594834316622,0.75,-0.011904761904761862
boys,Group 3,S2,76052cbb3f462492,Keith Hattori,Ashbrook,4.0,3,1,0,0,21.0,16.0,0.7619047619047619,-2.296040285772958,18.296040285772957,0.75,-0.011904761904761862
boys,Group 3,S2,78b8374869f65c2c,Alexander Kunkle,Riverview,13.0,3,1,0,0,21.0,16.0,0.7619047619047619,1.6593357087562772,14.340664291243723,0.75,-0.011904761904761862
boys,Group 3,S3,6bd766c9c6707d06,Aiden Hall,Ashbrook,6.0,3,1,0,0,21.0,16.0,0.7619047619047619,-1.9867477397016442,17.986747739701645,0.75,-0.011904761904761862
girls,Group 2,D1,bc47c2f61ea6b0cd,Daisy Knight,Reservoir Park,5.0,3,1,0,0,21.0,16.0,0.7619047619047619,-1.577547597416745,17.577547597416746,0.75,-0.011904761904761862
girls,3A,D1,0f14aac927d1548d,Angel White,San Lorenzo,2.0,5,1,0,1,13.0,11.0,0.8461538461538461,-1.443256353134589,12.443256353134588,0.8333333333333334,-0.012820512820512775
girls,7A,D1,6441d2534add2d0e,Chloé Paquette,Baptist,2.0,5,1,0,1,13.0,11.0,0.8461538461538461,-1.0311835440534485,12.031183544053448,0.8333333333333334,-0.012820512820512775
girls,Group 2,S2,cfc9092064451426,Madison McHenry,Dawkins,3.0,5,1,0,1,26.0,22.0,0.8461538461538461,0.1763391164364011,21.823660883563598,0.8333333333333334,-0.012820512820512775
girls,4A,S2,439aa7d62e3083cf,Mien Sulaeman,Averill,5.0,3,1,0,0,30.0,23.0,0.7666666666666667,-0.9847442289680918,23.984744228968093,0.75,-0.01666666666666672
girls,Group 1,S2,0db4168014a16465,Julia Her,Rostova Tech,16.0,3,1,0,0,30.0,23.0,0.7666666666666667,2.113654767819573,20.886345232180428,0.75,-0.01666666666666672
girls,7A,S2,d2c0ef063f48ace8,Chaima Tazi,Condotti Vanguard Academy,5.0,4,1,0,0,33.0,27.0,0.8181818181818182,1.7890903496596569,25.210909650340344,0.8,-0.018181818181818188
boys,3A,S2,6c9b634796dbefed,Haiden Cullum,California Canyons,1.0,5,1,0,1,27.0,23.0,0.8518518518518519,-1.7834890366860365,24.783489036686035,0.8333333333333334,-0.01851851851851849
boys,8A,S2,b12ef627a4318084,Titus Brockermeyer,Marshfield Prep,5.0,5,1,0,1,27.0,23.0,0.8518518518518519,0.002776228949176729,22.997223771050823,0.8333333333333334,-0.01851851851851849
girls,4A,S1,77a76749a7382c6c,Elżbieta Zieliński,Montelago West,8.0,3,1,0,0,26.0,20.0,0.7692307692307693,1.5313238101846571,18.468676189815344,0.75,-0.019230769230769273
boys,7A,D1,8a89c527ac86444e,Noah Welch,Condotti Vanguard Academy,7.0,4,1,0,0,28.0,23.0,0.8214285714285714,3.7437540784045664,19.256245921595433,0.8,-0.021428571428571352
boys,9A,S2,21fa668212550256,Ethan Larson,Port Meridian Central,4.0,4,1,0,0,28.0,23.0,0.8214285714285714,-1.5383272001448307,24.53832720014483,0.8,-0.021428571428571352
boys,7A,D1,963f967bd781f91a,Jax Allan,Veles Harbor,4.0,3,1,0,0,22.0,17.0,0.7727272727272727,0.005981420590134956,16.994018579409865,0.75,-0.022727272727272707
boys,Group 1,S1,bef9acb8eb6bd222,Cheng-feng Chou,Vermillion,10.0,3,1,0,0,22.0,17.0,0.7727272727272727,0.15068669200168516,16.849313307998315,0.75,-0.022727272727272707
boys,Group 2,S2,ac46b16bb1c67127,Mason McCarn,Pacific Friends,5.0,3,1,0,0,22.0,17.0,0.7727272727272727,-2.2800564811752664,19.280056481175265,0.75,-0.022727272727272707
boys,Group 3,S1,efe71cbec0cb6a91,Jenson Clover,Ashbrook,6.0,3,1,0,0,22.0,17.0,0.7727272727272727,0.7248963121770102,16.27510368782299,0.75,-0.022727272727272707
girls,2A,S1,e0210f61d353b490,Serenity Nunn,Union,8.0,3,1,0,0,22.0,17.0,0.7727272727272727,-2.047005506439538,19.04700550643954,0.75,-0.022727272727272707
boys,2A,S3,d1b240abb8da28c9,Mikey Dotzler,Porterfield,1.0,5,1,0,1,14.0,12.0,0.8571428571428571,-1.1650838622415858,13.165083862241586,0.8333333333333334,-0.023809523809523725
boys,6A,S2,6b8e64b340ed0096,Brennan Hawthorne,Oakhaven,2.0,5,1,0,1,35.0,30.0,0.8571428571428571,0.043447003559978103,29.95655299644002,0.8333333333333334,-0.023809523809523725
boys,Group 1,D1,8d71851e76f7d0ce,Evan McKenzie,Cole Valley,4.0,5,1,0,1,28.0,24.0,0.8571428571428571,1.7167528277677666,22.283247172232233,0.8333333333333334,-0.023809523809523725
boys,Group 3,S2,d48173ed1a89fc51,Giancarlo Perez,Saltbush,7.0,5,1,0,1,21.0,18.0,0.8571428571428571,0.45033097794658583,17.549669022053415,0.8333333333333334,-0.023809523809523725
girls,Group 1,S1,8dec0aeb6a47c017,Mackenzie Maldonado,Irvington,3.0,4,1,0,0,40.0,33.0,0.825,-0.7424527982203123,33.74245279822031,0.8,-0.02499999999999991
boys,Group 2,S1,af2e525156df1021,Jaden Compton,Dawkins,6.0,4,1,0,0,23.0,19.0,0.8260869565217391,-0.8668277190290197,19.86682771902902,0.8,-0.02608695652173909
girls,2A,S3,d9fa88e8cd3a9013,Caroline Robertson,Windward,5.0,4,1,0,0,23.0,19.0,0.8260869565217391,0.42141158656251976,18.57858841343748,0.8,-0.02608695652173909
girls,9A,S3,c545496dd8b1308d,Beatriz Valdes,Notre Dame,3.0,4,1,0,0,23.0,19.0,0.8260869565217391,-1.0827022134954558,20.082702213495455,0.8,-0.02608695652173909
girls,Group 1,S2,9ada1f815d2513c3,Audrina Noffsinger,Grant,9.0,4,1,0,0,23.0,19.0,0.8260869565217391,0.504194610199871,18.49580538980013,0.8,-0.02608695652173909
boys,8A,S3,91deee48f85f0a6f,James Burt,Seawall,3.0,4,1,0,0,29.0,24.0,0.8275862068965517,4.042901021313168,19.957098978686833,0.8,-0.027586206896551668
girls,2A,S1,f3e040901f544ae2,Vivienne Spaulding,Seamus Town,9.0,4,1,0,0,29.0,24.0,0.8275862068965517,-1.138212667126079,25.13821266712608,0.8,-0.027586206896551668
girls,8A,S2,1ecac44ed9fe3408,Vanessa Kramer,Pacific Gate,2.0,4,1,0,0,29.0,24.0,0.8275862068965517,-0.6025409998610528,24.602540999861052,0.8,-0.027586206896551668
girls,8A,S3,4a2171595eee08e7,Caroline Atkinson,Plainfield,6.0,4,1,0,0,29.0,24.0,0.8275862068965517,0.14591200783787717,23.85408799216212,0.8,-0.027586206896551668
boys,2A,S2,f2491dae04b848ff,Josiah Cervantes,Netherwood,8.0,3,1,0,0,18.0,14.0,0.7777777777777778,-2.168997335112642,16.168997335112643,0.75,-0.02777777777777779
boys,5A,S1,e897135dfc0d023f,Ryker Jackson,Blackpine,3.0,5,1,0,1,22.0,19.0,0.8636363636363636,0.6973549146938228,18.302645085306178,0.8333333333333334,-0.030303030303030276
boys,5A,S2,11ba395f1f12144a,Everett Ramsey,Morne Caribou Polytechnic,5.0,3,1,0,0,32.0,25.0,0.78125,0.9216394297213345,24.078360570278665,0.75,-0.03125
boys,4A,S1,8ac85dc3275ec7c1,Keith Egan,Biloxi Heights,5.0,3,1,0,0,23.0,18.0,0.782608695652174,0.7821101480814642,17.217889851918535,0.75,-0.03260869565217395
boys,4A,S3,98b1bbaaccdbdbce,Christian Miller,J. Jackson,13.0,3,1,0,0,23.0,18.0,0.782608695652174,-0.5389960059293986,18.5389960059294,0.75,-0.03260869565217395
boys,9A,S1,54a5c8ba236e068d,Everett Moore,Morgan Park,8.0,3,1,0,0,23.0,18.0,0.782608695652174,-0.9692418479517196,18.969241847951718,0.75,-0.03260869565217395
boys,Group 3,S3,2e10267e99a168f8,Eli Wen,Naylors Landing,9.0,3,1,0,0,23.0,18.0,0.782608695652174,1.0587700613758209,16.94122993862418,0.75,-0.03260869565217395
girls,8A,S2,41868151a62ab338,Milena Hui,Asteroid City,8.0,3,1,0,0,23.0,18.0,0.782608695652174,-0.8984349094943092,18.89843490949431,0.75,-0.03260869565217395
boys,1A,D1,0107bfb500d00f62,Hezekiah Clapp,Coastal Christian,4.0,4,1,0,0,12.0,10.0,0.8333333333333334,-1.0643740356915212,11.064374035691522,0.8,-0.033333333333333326
boys,5A,S3,29fe886c1edd908d,Rodmond Falconi,Pendleton,4.0,4,1,0,0,18.0,15.0,0.8333333333333334,0.3749424563261964,14.625057543673803,0.8,-0.033333333333333326
girls,5A,S1,641a39547e98cc2b,Alexandra Pina,Riverside,4.0,4,1,0,0,24.0,20.0,0.8333333333333334,-0.5288315005073487,20.528831500507348,0.8,-0.033333333333333326
girls,6A,S2,9a09e8edd1530b84,Valentina Reedy,Bolinas,4.0,4,1,0,0,24.0,20.0,0.8333333333333334,-0.817809539878454,20.817809539878454,0.8,-0.033333333333333326
girls,8A,D1,1ee42b00ba9ef477,Gabriella Tran,Crater View,5.0,4,1,0,0,12.0,10.0,0.8333333333333334,0.1980358076930251,9.801964192306976,0.8,-0.033333333333333326
boys,8A,S3,3db40265817de2c9,Rasheed Moran,D. Eisenhower,8.0,3,1,0,0,28.0,22.0,0.7857142857142857,-1.8175131255860135,23.817513125586014,0.75,-0.0357142857142857
boys,Group 1,D1,2455cb817eb48eb5,Diego Gonzales,Rio San Juan,1.0,3,1,0,0,14.0,11.0,0.7857142857142857,-0.8760733580748198,11.87607335807482,0.75,-0.0357142857142857
girls,4A,D2,261474d3dfc6048a,Madison Alford,Fellows Mill,8.0,3,1,0,0,14.0,11.0,0.7857142857142857,1.1877274228458181,9.812272577154182,0.75,-0.0357142857142857
girls,6A,D1,cb1220fc82f4d6f4,Jayda Carmona,Severn,6.0,3,1,0,0,14.0,11.0,0.7857142857142857,0.7772146525563627,10.222785347443637,0.75,-0.0357142857142857
girls,Group 1,D1,7461c3f1654f5923,Ariana Rodriguez,Jackson Hole,8.0,3,1,0,0,28.0,22.0,0.7857142857142857,0.9332081922658388,21.066791807734162,0.75,-0.0357142857142857
boys,Group 2,S3,9680bdd15421fa7e,Turner McQueen,Star Valley Regional,2.0,4,1,0,0,31.0,26.0,0.8387096774193549,0.18754106441466933,25.81245893558533,0.8,-0.03870967741935483
boys,2A,S3,5c7d8c1b47894381,Koen Henry,Cherry Hill North,9.0,3,1,0,0,19.0,15.0,0.7894736842105263,-0.7966218455162825,15.796621845516283,0.75,-0.03947368421052633
girls,7A,S3,371bf1c839ada5a9,Ryleigh Sanchez,Condotti Vanguard Academy,5.0,3,1,0,0,38.0,30.0,0.7894736842105263,-0.22016416958323548,30.220164169583235,0.75,-0.03947368421052633
boys,Group 3,D1,bceab1873e57c7a6,Samson Williams,Galactica Plains,4.0,4,1,0,0,25.0,21.0,0.84,-0.16193959424680537,21.161939594246807,0.8,-0.039999999999999925
girls,5A,S3,bfa82da0493b5c89,Julia Lee,Metropolitan Country Day,2.0,5,1,0,1,32.0,28.0,0.875,2.7415942063345744,25.258405793665425,0.8333333333333334,-0.04166666666666663
girls,9A,D1,fe4be7dbea4609d4,Nicole Wren,Canal View,6.0,5,1,0,1,16.0,14.0,0.875,-0.9165943436454165,14.916594343645416,0.8333333333333334,-0.04166666666666663
boys,2A,S2,b6831978c5367a3b,Edgar Laberge,Sutter Basin,10.0,3,1,0,0,24.0,19.0,0.7916666666666666,1.49684279612835,17.503157203871652,0.75,-0.04166666666666663
girls,6A,S2,dafe56718a99004c,Francisca Alvarez,Starfield,6.0,3,1,0,0,24.0,19.0,0.7916666666666666,0.9451644097777547,18.054835590222247,0.75,-0.04166666666666663
girls,Group 1,S3,4b76b32300bfd9fa,Nora Coon,Tallulah Central,6.0,3,1,0,0,24.0,19.0,0.7916666666666666,-0.694577120652723,19.694577120652724,0.75,-0.04166666666666663
boys,Group 3,S2,1eb6702994c1191a,Otis Dowdy,Doyleville Union,8.0,4,1,0,0,19.0,16.0,0.8421052631578947,-0.27974954875108304,16.279749548751084,0.8,-0.042105263157894646
boys,Group 3,S3,ca500a773ed50453,Liam Goodwin,Latgaway,5.0,4,1,0,0,19.0,16.0,0.8421052631578947,-1.1582286262140515,17.15822862621405,0.8,-0.042105263157894646
girls,9A,S1,64f7f888a7144f01,Diana Grove,De La Salle,8.0,4,1,0,0,19.0,16.0,0.8421052631578947,0.3144550947727376,15.685544905227262,0.8,-0.042105263157894646
girls,5A,S1,4830e077d3b8e8db,Fatima Lahlou,Pendleton,8.0,3,1,0,0,29.0,23.0,0.7931034482758621,1.1552930954440568,21.84470690455594,0.75,-0.0431034482758621
girls,6A,S2,63c6884729d798ae,Violet Duong,Pawnee,9.0,3,1,0,0,29.0,23.0,0.7931034482758621,-0.12572387854896272,23.125723878548964,0.75,-0.0431034482758621
girls,Group 1,S1,6b874506801cfb9c,Genesis Davis,Terrace Park,9.0,3,1,0,0,29.0,23.0,0.7931034482758621,1.1507597049819016,21.8492402950181,0.75,-0.0431034482758621
boys,6A,S1,71a08a5876fd7d4d,Elliot Canter,Oakhaven,1.0,5,1,0,1,33.0,29.0,0.8787878787878788,-0.9508553685673687,29.950855368567368,0.8333333333333334,-0.045454545454545414
boys,Group 1,D1,814c63b100ab062d,Channing Shipley,Furnace Creek,7.0,4,1,0,0,26.0,22.0,0.8461538461538461,0.5319905319129031,21.468009468087097,0.8,-0.0461538461538461
boys,4A,S1,a9b9edc9b9064b06,Clyde Southwind,Gagarin,2.0,5,1,0,1,17.0,15.0,0.8823529411764706,-1.0615610786204548,16.061561078620453,0.8333333333333334,-0.04901960784313719
boys,9A,S1,a28a81405ec4cb59,Chih-wei Liao,Forest Park,7.0,5,1,0,1,17.0,15.0,0.8823529411764706,-0.39031229425033687,15.390312294250338,0.8333333333333334,-0.04901960784313719
boys,1A,S1,83e3f6f08a502908,Lucas Chou,Los Remolinos,6.0,3,1,0,0,25.0,20.0,0.8,-0.24698510855602906,20.24698510855603,0.75,-0.050000000000000044
boys,2A,S3,3e9a634ffed411b2,Paul Kaneko,Meridian Regional,5.0,3,1,0,0,20.0,16.0,0.8,-0.7717933618017613,16.771793361801763,0.75,-0.050000000000000044
boys,3A,D1,4905ae8b9b0401f7,Thomas Ajeti,Veles Park,4.0,3,1,0,0,30.0,24.0,0.8,-0.034234274290074085,24.034234274290075,0.75,-0.050000000000000044
boys,3A,D1,d01f636adcaab5f8,Alphonzo Boer,Ciderhaven,6.0,3,1,0,0,10.0,8.0,0.8,-0.4738851859650789,8.473885185965079,0.75,-0.050000000000000044
boys,3A,S3,cf4899245e4541e9,Paul Boozer,Tallgrass,8.0,3,1,0,0,20.0,16.0,0.8,1.614240280805974,14.385759719194025,0.75,-0.050000000000000044
boys,6A,D1,4aed8b0b5d863123,Ryker Villanueva,Marigny,6.0,3,1,0,0,10.0,8.0,0.8,-0.31301202307853804,8.313012023078539,0.75,-0.050000000000000044
boys,8A,S2,623a32230c7e968b,Reginald Breaux,Tidegate,6.0,3,1,0,0,30.0,24.0,0.8,-1.1171551352548796,25.11715513525488,0.75,-0.050000000000000044
boys,Group 1,D1,534e6c6b4ef52647,Daniel Boring,Rio San Juan,1.0,3,1,0,0,15.0,12.0,0.8,0.07195752531454785,11.928042474685451,0.75,-0.050000000000000044
boys,Group 1,S1,b5b22665d2e6ab3b,Nathan Brooks,Tuscarora,8.0,3,1,0,0,20.0,16.0,0.8,-0.4923343192414371,16.492334319241436,0.75,-0.050000000000000044
boys,Group 3,D1,53f33c6540bfd33a,Mason Alonso,Naylors Landing,10.0,3,1,0,0,10.0,8.0,0.8,-0.4288261049912203,8.42882610499122,0.75,-0.050000000000000044
girls,1A,S3,e0e4e74b9b3379a5,Brooklyn Donnelly,Cassius,5.0,3,1,0,0,25.0,20.0,0.8,0.7227263042823413,19.27727369571766,0.75,-0.050000000000000044
girls,4A,S3,84427192e28988b1,Naomi Diaz,Tallulah Canyon,6.0,3,1,0,0,25.0,20.0,0.8,0.24977437191083757,19.75022562808916,0.75,-0.050000000000000044
girls,7A,S3,ca39bac2cda8a31a,Kiana Smith,Veles Harbor,7.0,3,1,0,0,20.0,16.0,0.8,-0.34512848765670023,16.3451284876567,0.75,-0.050000000000000044
boys,9A,S2,33d54f7e8d8c7c75,Ruben Felts,Rockridge,1.0,5,1,0,1,26.0,23.0,0.8846153846153846,0.1435834222701835,22.856416577729817,0.8333333333333334,-0.05128205128205121
girls,6A,S3,4939a0d515443381,Tsubaki Ishihara,Marigny,3.0,5,1,0,1,26.0,23.0,0.8846153846153846,0.348581277045966,22.651418722954034,0.8333333333333334,-0.05128205128205121
boys,7A,S2,aa7f82436ca643bf,Gabriel Smith,Condotti Vanguard Academy,3.0,4,1,0,0,27.0,23.0,0.8518518518518519,-0.24741502697499063,23.24741502697499,0.8,-0.051851851851851816
girls,6A,S3,9e47687b7e4cc0cf,Anhelina Stepanenko,Benedetti,6.0,4,1,0,0,27.0,23.0,0.8518518518518519,-0.13636518587097002,23.13636518587097,0.8,-0.051851851851851816
girls,Group 2,S1,cb7684330c82b572,Claire Williams,Pacific Friends,2.0,4,1,0,0,27.0,23.0,0.8518518518518519,-0.5777752941511056,23.577775294151106,0.8,-0.051851851851851816
boys,8A,D1,569d81cd55933a07,Stephen Ofori,Seawall,2.0,5,1,0,1,27.0,24.0,0.8888888888888888,0.7417092580994405,23.25829074190056,0.8333333333333334,-0.05555555555555547
girls,8A,S1,afbce71bccfc7fe8,Graciela Llorente,Montclair,10.0,3,1,0,0,31.0,25.0,0.8064516129032258,2.53131012986338,22.468689870136622,0.75,-0.056451612903225756
girls,3A,S1,7df2e3d53c70d0fb,Karla Morris,Ciderhaven,7.0,4,1,0,0,14.0,12.0,0.8571428571428571,0.9090559062987638,11.090944093701236,0.8,-0.05714285714285705
girls,4A,S3,a4300bd3547084bd,Danielle Hancock,Averill,5.0,4,1,0,0,21.0,18.0,0.8571428571428571,-0.08386348427547641,18.083863484275476,0.8,-0.05714285714285705
girls,7A,D2,369efb553e5702f3,Elizabeth Sanchez,Lone Pine,10.0,4,1,0,0,14.0,12.0,0.8571428571428571,1.7041939020217416,10.295806097978259,0.8,-0.05714285714285705
boys,2A,S2,fae4a5e00843b3f3,Kellen Fuller,Featherton,12.0,3,1,0,0,26.0,21.0,0.8076923076923077,0.1855685395277311,20.814431460472267,0.75,-0.05769230769230771
