gender,date,dual_id,phase,slot,program_id,opp_program_id,player_id,opp_id,rating,opp_rating,win,p,score,wae,gap,name,opp_name,grade,opp_grade,style,opp_style,program_name,group,opp_program_name,opp_group,pair_key
girls,2086-05-24,jhdual:39dceb673ab693c2,state,S1,Ella Baker|girls,Star Valley Regional|girls,2fbc89fc21c88116,339a7c8f5b401c3b,91.0,99.0,1,0.20493735150948167,"6-7, 6-2, 4-6",0.7950626484905183,-8.0,Shirley Makahununiu,Samantha Vences,11,12,serve_first,serve_first,E. Baker,Group 2,Star Valley Regional,Group 2,2fbc89fc21c88116|339a7c8f5b401c3b
girls,2086-03-25,jhdual:d348ca9ec665c9eb,regular,S3,Burdensome|girls,Spring Harvest|girls,b32623eefbf15d58,98f43ac44bcfc6a8,62.0,70.0,1,0.20493735150948167,"1-6, 6-4, 3-6",0.7950626484905183,-8.0,Carolyn Carrico,Emma Zylstra,10,12,aggressive_baseliner,serve_first,Burdensome,Group 2,Spring Harvest,Group 2,98f43ac44bcfc6a8|b32623eefbf15d58
girls,2086-03-19,jhdual:90f3583c4e147f3a,regular,S1,San Borondón Country Day School|girls,Gagarin School of Public Service|girls,f3aa25ab5b6f8d81,2fd3cc4cef5d9b45,92.0,100.0,1,0.20493735150948167,"3-6, 6-3, 3-6",0.7950626484905183,-8.0,Caroline Conklin,Grace Sullivan,11,12,pusher,all_court,Hazel Country Day,5A,Star City,5A,2fd3cc4cef5d9b45|f3aa25ab5b6f8d81
girls,2086-03-13,jhdual:b3753c336c948c73,regular,S3,Archbishop Doyle Prep|girls,Heron Slough|girls,8babb587695a95bc,be46107bb9afaf96,29.0,37.0,1,0.3150501548428673,"3-6, 6-1, 6-4",0.6849498451571328,-8.0,Promise Hightower,Amelia Wisniewski,10,12,all_court,aggressive_baseliner,Doyle,6A,Heron Slough,6A,8babb587695a95bc|be46107bb9afaf96
boys,2086-09-14,jhdual:60a4c725ce06d9c1,regular,S2,Gabriel Montoya|boys,Evelyn Booker|boys,3436fed2bbef06f4,b43989a4caf4ebb3,59.0,67.0,1,0.20412317348074271,"5-7, 5-7",0.7958768265192573,-8.0,Jabari Cozart,Luca Horton,12,9,serve_first,all_court,Marlow,4A,Taft,4A,3436fed2bbef06f4|b43989a4caf4ebb3
boys,2086-09-14,jhdual:c5e6a9ed511a5730,showcase_pod,S2,Sherman High|boys,Vessey Junction-Tailingford Union|boys,4216da31f35a1086,914bd51e8c6c42c5,50.0,58.0,1,0.20412317348074271,6-8,0.7958768265192573,-8.0,Mikko Lindholm,Kody Sheetz,12,12,balanced,all_court,Sherman,2A,Tailingford Union,1A,4216da31f35a1086|914bd51e8c6c42c5
boys,2086-09-07,jhdual:70d39f854725c463,showcase_pod,S1,Mount Horeb|boys,Tamarack Harbor|boys,73ce74e954592d87,2dfa2c8f707b0d86,55.0,63.0,1,0.20412317348074271,5-8,0.7958768265192573,-8.0,Charles Marshall,Jack Luttrell,12,12,all_court,counterpuncher,Mount Horeb,4A,Tamarack Harbor,9A,2dfa2c8f707b0d86|73ce74e954592d87
boys,2086-08-05,jhdual:0d9353dd2ee1d317,early,S3,Vermillion|boys,Aldecoa Depot High|boys,3b738f59897d2a20,121117ebbad66943,75.0,83.0,1,0.321222089589746,"6-3, 7-5",0.678777910410254,-8.0,Russell Peach,Cornelius Whiterabbit,10,10,all_court,all_court,Vermillion,Group 1,Grant,Group 1,121117ebbad66943|3b738f59897d2a20
girls,2086-04-19,jhdual:f6266f2b63888cc9,regular,S1,Svenja Bianchi|girls,Commonwealth|girls,e8916ac551326dbb,f7a41c017803c96e,78.0,86.0,1,0.3150501548428673,"6-2, 6-7, 7-5",0.6849498451571328,-8.0,Celeste Gaspar,Thalia Mullins,12,12,all_court,serve_first,Tamarack,9A,Commonwealth,9A,e8916ac551326dbb|f7a41c017803c96e
boys,2086-08-31,jhdual:2828d009d83e8265,showcase_tiered,S3,New Leiden Classical Academy|boys,Galena|boys,cdd088045b609bde,71e19428953f90e6,31.0,39.0,1,0.321222089589746,"6-4, 6-7, 7-6",0.678777910410254,-8.0,Joaquin Pantoja,Ari Espinoza,11,11,counterpuncher,counterpuncher,Vermeer,3A,Galena,Group 2,71e19428953f90e6|cdd088045b609bde
boys,2086-08-30,jhdual:5eac25c80e1e1ba4,regular,S3,Lorna Booker|boys,St. Elias School|boys,d6f2e4f49d392d52,5674ba2353662580,32.0,40.0,1,0.20412317348074271,"6-4, 6-7, 6-7",0.7958768265192573,-8.0,Anthony Simmons,Francisco Barlow,9,10,aggressive_baseliner,counterpuncher,Blue Grama,6A,Tidewater,6A,5674ba2353662580|d6f2e4f49d392d52
boys,2086-08-09,jhdual:b8a2698ef2f3d0e0,early,S3,Gwendolyn Brooks North|boys,Gwendolyn Brooks|boys,7d5f311e5f5b5020,a24fddb37d0ea04b,50.0,58.0,1,0.321222089589746,"7-5, 6-2",0.678777910410254,-8.0,Dallas Stevens,Kyrie Becker,9,12,counterpuncher,all_court,Lakewood,7A,Brooks,8A,7d5f311e5f5b5020|a24fddb37d0ea04b
boys,2086-09-07,jhdual:8dbd072a5bcaada9,showcase_tiered,S1,Gwendolyn Brooks North|boys,Halfway House|boys,d4c8dc8ff9c87f43,7ec990096d4b7246,55.0,63.0,1,0.321222089589746,"6-7, 6-1, 6-4",0.678777910410254,-8.0,Arturo Ayala,Tyler Tennyson,9,12,pusher,balanced,Lakewood,7A,Halfway House,2A,7ec990096d4b7246|d4c8dc8ff9c87f43
boys,2086-10-09,jhdual:ae9205f499d73fd4,super_regional,S4,Gabriel Zúñiga|boys,Nicolás Villalba|boys,8b3edd6e74af759a,20a49ecf2002892b,50.0,58.0,1,0.20412317348074271,"6-4, 4-6, 5-7",0.7958768265192573,-8.0,Nathan Igbinosun,Justin Frazier,12,10,serve_first,counterpuncher,Longfellow,8A,Temescal,8A,20a49ecf2002892b|8b3edd6e74af759a
boys,2086-08-10,jhdual:bdab894f1881a03b,regular,S3,Thomas Ekström|boys,Golden Gate|boys,1d03d34c7c5e13b9,2940462172eaf734,29.0,37.0,1,0.321222089589746,"6-3, 6-3",0.678777910410254,-8.0,Dylan Carreon,Jayden Ramirez,12,11,balanced,balanced,Lago Vista,8A,Golden Gate,8A,1d03d34c7c5e13b9|2940462172eaf734
boys,2086-09-14,jhdual:985459ff1422d671,showcase_tiered,S1,Averill|boys,Santa Michaela Harbor Gate|boys,db2590eb67264e14,7afd163c6b811b66,82.0,90.0,1,0.20412317348074271,"7-6, 3-6, 4-6",0.7958768265192573,-8.0,Xavier Tian,Elijah Major,12,9,serve_first,junkballer,Averill,4A,Tidegate,8A,7afd163c6b811b66|db2590eb67264e14
boys,2086-08-15,jhdual:15f99573b029dfa1,regular,S1,New Leiden Classical Academy|boys,St. Sebastian Prep|boys,183e40d3932d8154,b0f1d0dacc18022d,48.0,56.0,1,0.20412317348074271,"3-6, 6-7",0.7958768265192573,-8.0,Christopher Bass,Harper Ramos,12,11,counterpuncher,aggressive_baseliner,Vermeer,3A,St. Sebastian Prep,3A,183e40d3932d8154|b0f1d0dacc18022d
boys,2086-08-22,jhdual:a98bb4e7c77d5c75,regular,S2,Burdensome|boys,Spring Harvest|boys,933b904d5e8e9bce,7ed3f02c5736b2be,65.0,73.0,1,0.20412317348074271,"6-7, 6-1, 1-6",0.7958768265192573,-8.0,Bodhi Watters,Jase Wang,9,12,pusher,serve_first,Burdensome,Group 2,Spring Harvest,Group 2,7ed3f02c5736b2be|933b904d5e8e9bce
boys,2086-10-04,jhdual:ce85b50228bebe0e,regional,S2,Harrow School of Design and Engineering|boys,Spring Harvest|boys,9e7b9cbb83a3b948,ff34019e7bb65b9d,65.0,73.0,1,0.20412317348074271,"6-3, 4-6, 3-6",0.7958768265192573,-8.0,Liam Delorenzo,Leo Ross,12,11,all_court,pusher,New Boston,Group 2,Spring Harvest,Group 2,9e7b9cbb83a3b948|ff34019e7bb65b9d
girls,2086-03-20,jhdual:15ab693da2e0f980,regular,S3,Santa Michaela Harbor Gate|girls,Pacific Gate|girls,bbcb20651b1a2512,31a1b224c562c0e5,70.0,78.0,1,0.3150501548428673,"6-4, 6-2",0.6849498451571328,-8.0,Brenna Yoder,Hannah Toro,12,10,counterpuncher,counterpuncher,Tidegate,8A,Pacific Gate,8A,31a1b224c562c0e5|bbcb20651b1a2512
girls,2086-03-19,jhdual:59d71a91266d2986,regular,S1,Timber Crest|girls,Mill Creek|girls,eaa54f242b826751,357b9e22a92eed3e,51.0,59.0,1,0.3150501548428673,"3-6, 6-1, 6-4",0.6849498451571328,-8.0,Taryne Wolters,Evelyn Jones,12,12,counterpuncher,serve_first,Timber Crest,3A,Mill Creek,3A,357b9e22a92eed3e|eaa54f242b826751
boys,2086-08-10,jhdual:722af1f8cc3ea726,regular,S1,Thornford|boys,Silton Union|boys,a4712215b936b2ae,00d7858c42580930,60.0,68.0,1,0.20412317348074271,"2-6, 7-6, 4-6",0.7958768265192573,-8.0,Leon Wohlfarth-Bottermann,Jesus Falcón,12,12,serve_first,aggressive_baseliner,Thorn Summit,1A,Silton Ridge,1A,00d7858c42580930|a4712215b936b2ae
boys,2086-08-05,jhdual:4744d341c7ac78f9,early,S1,Elk Crossing|boys,Silver Glen|boys,0d5a835fe8491248,69f5587a0e8e8a04,51.0,59.0,1,0.20412317348074271,"6-7, 5-7",0.7958768265192573,-8.0,Richard Markham,Juan Velasquez,12,11,counterpuncher,serve_first,Elk Crossing,3A,Silver Glen,3A,0d5a835fe8491248|69f5587a0e8e8a04
boys,2086-08-30,jhdual:82dd7a7f0efb7c28,regular,S2,Halbrook Technical|boys,Halbrook|boys,2b2137075e46e980,b700bc502e8858b5,62.0,70.0,1,0.321222089589746,"3-6, 7-5, 6-2",0.678777910410254,-8.0,Halicharan Ramachandran,Michael Lemos,12,12,all_court,counterpuncher,Basin Gate,9A,Halbrook,9A,2b2137075e46e980|b700bc502e8858b5
boys,2086-08-26,jhdual:229966c7e3882da4,regular,S2,Fort Salish Independent School|boys,St. Nicholas College Prep|boys,5863347b2a24532b,621c9f5656c0db70,48.0,56.0,1,0.321222089589746,"6-1, 5-7, 6-1",0.678777910410254,-8.0,Aaron Kilgore,Logan Moultrie,11,12,all_court,serve_first,Bayside Christian,6A,Natchez Prep,6A,5863347b2a24532b|621c9f5656c0db70
girls,2086-04-12,jhdual:b6bbcaf538370e60,regular,S1,Caswell|girls,Nicolás Villalba|girls,da6789ec77bc5ed5,f33a3beb0aa584be,71.0,79.0,1,0.20493735150948167,"3-6, 2-6",0.7950626484905183,-8.0,Gianna Perez,Catherine Goldberg,12,11,all_court,counterpuncher,Caswell,8A,Temescal,8A,da6789ec77bc5ed5|f33a3beb0aa584be
girls,2086-04-12,jhdual:a97da8333b27f6c4,regular,S2,Caswell I-50 Technical|girls,Nicolás Villalba|girls,19e3dc8837ee09b9,3145584ff302a48d,65.0,73.0,1,0.20493735150948167,"6-2, 6-7, 4-6",0.7950626484905183,-8.0,Sandra Greer,Audrey Simmons,11,12,serve_first,aggressive_baseliner,Cherry Hill South,8A,Temescal,8A,19e3dc8837ee09b9|3145584ff302a48d
girls,2086-03-16,jhdual:0fca5dd708a37ae9,regular,S1,Housatonic HS|girls,Elena Petrov|girls,2b952342e44d6787,38d95c0e4cf9cf3c,56.0,64.0,1,0.20493735150948167,"6-3, 5-7, 4-6",0.7950626484905183,-8.0,Brinley Trainor,Aliyah McGowan,12,11,balanced,serve_first,Housatonic,9A,Talladega,9A,2b952342e44d6787|38d95c0e4cf9cf3c
girls,2086-03-16,jhdual:a3e04f5786a9333b,regular,S2,Isabel Lucero|girls,Puerto de los Reyes School of Commerce|girls,ed35f063b9624fc8,f5eb5341530eadbd,37.0,45.0,1,0.3150501548428673,"6-4, 7-5",0.6849498451571328,-8.0,Alma Abel,Aliana McCall,12,12,all_court,aggressive_baseliner,El Sereno,7A,Reyes Landing,7A,ed35f063b9624fc8|f5eb5341530eadbd
girls,2086-03-19,jhdual:c243339e1cfaaec6,regular,S2,Isabel Lucero|girls,Bahía Leal|girls,ed35f063b9624fc8,5857dbfeda8cf254,37.0,45.0,1,0.3150501548428673,"6-3, 6-3",0.6849498451571328,-8.0,Alma Abel,Esme Lopez,12,12,all_court,all_court,El Sereno,7A,Bahía Leal,7A,5857dbfeda8cf254|ed35f063b9624fc8
girls,2086-04-05,jhdual:7399ee4951268105,showcase_tiered,S1,Halbrook|girls,Las Palmas North|girls,7f61ba0ac725458e,05c8017635f78ad7,75.0,83.0,1,0.3150501548428673,"7-6, 4-6, 6-4",0.6849498451571328,-8.0,Tierna Brass,Zoe Gill,12,10,balanced,aggressive_baseliner,Halbrook,9A,Natchitoches,8A,05c8017635f78ad7|7f61ba0ac725458e
girls,2086-04-16,jhdual:6e114890438f9901,regular,S3,Greaves|girls,Carden City|girls,cbd40e1e63984c75,df0569f724abd88b,28.0,36.0,1,0.3150501548428673,"6-2, 6-1",0.6849498451571328,-8.0,Layla Steele,Ella Miranda,12,11,balanced,serve_and_volley,Greaves,Group 1,Carden City,Group 1,cbd40e1e63984c75|df0569f724abd88b
girls,2086-04-13,jhdual:fe5e6544c3a963a9,regular,S2,Ashwood|girls,Granite Basin|girls,1de8191cf66da3c6,f6b38ce4e961cbee,53.0,61.0,1,0.3150501548428673,"6-4, 3-6, 6-4",0.6849498451571328,-8.0,Courtney Eisner,Samantha English,10,9,all_court,all_court,Gruesome Ridge,2A,Granite Basin,2A,1de8191cf66da3c6|f6b38ce4e961cbee
girls,2086-03-04,jhdual:f95cba6aba279506,early,S4,San Borondón Country Day School|girls,Adela Robles|girls,c3fce4c5c8e3d6b3,753c3f996d8de1e1,75.0,83.0,1,0.3150501548428673,"6-3, 6-3",0.6849498451571328,-8.0,Zoe Fierro,Ansley Ghea,12,12,counterpuncher,balanced,Hazel Country Day,5A,Biloxi Heights,4A,753c3f996d8de1e1|c3fce4c5c8e3d6b3
girls,2086-04-17,jhdual:40fa62fcb2f0b8e4,regular,S2,Guthrie Catholic|girls,Kearney|girls,85dfec74333d6018,14a7382aec2e96a1,71.0,79.0,1,0.3150501548428673,"6-1, 7-5",0.6849498451571328,-8.0,Alondra Adams,Michelle Evans,12,12,aggressive_baseliner,serve_first,Guthrie,Group 3,Kearney,Group 3,14a7382aec2e96a1|85dfec74333d6018
girls,2086-04-13,jhdual:5680839fb15e6a8c,regular,S3,Eden County Christian|girls,Ella Baker|girls,6e335b0749d8083a,79c4e28842bfb945,73.0,81.0,1,0.3150501548428673,"6-1, 6-3",0.6849498451571328,-8.0,Abigail Escobar,Keira Ochsner,9,11,counterpuncher,counterpuncher,Eden,Group 2,E. Baker,Group 2,6e335b0749d8083a|79c4e28842bfb945
girls,2086-03-08,jhdual:7ce396960e01643e,regular,S2,St. Casimir High School|girls,Sluice Valley|girls,e75e69ef4109d429,88ff8eeeb25aba60,52.0,60.0,1,0.3150501548428673,"4-6, 6-2, 6-2",0.6849498451571328,-8.0,Laura Marques,Madison Paquin,12,11,all_court,serve_first,Harriman Lyceum,Group 2,Sluice Valley,Group 2,88ff8eeeb25aba60|e75e69ef4109d429
girls,2086-04-19,jhdual:4582268c06e4ff7a,regular,S1,St. Casimir High School|girls,Naomi Price|girls,c8c9d55a2064a8ea,3ade2b90a7c33cb9,52.0,60.0,1,0.3150501548428673,"6-2, 6-3",0.6849498451571328,-8.0,Avery Buck,Sumaya Chakroun,11,12,counterpuncher,counterpuncher,Harriman Lyceum,Group 2,Crown Paper,Group 2,3ade2b90a7c33cb9|c8c9d55a2064a8ea
girls,2086-03-26,jhdual:963b9bc8b046ad88,regular,S2,St. Helena Academy|girls,Marcus Price North|girls,dc08bee9fa27bde6,6d0c5de732a6fc2f,65.0,73.0,1,0.3150501548428673,"7-5, 6-4",0.6849498451571328,-8.0,Maren Reed,Zuri Lopez,11,12,serve_first,counterpuncher,Helena Academy,4A,Driftwood,4A,6d0c5de732a6fc2f|dc08bee9fa27bde6
girls,2086-04-22,jhdual:2882257d4bc33fb4,regular,S3,Belmonte Health Sciences Academy|girls,St. Basil School|girls,8d7d314ef185c4bc,012c9875379cf2d4,43.0,51.0,1,0.3150501548428673,"6-4, 7-5",0.6849498451571328,-8.0,Greta Hicks,Holland Plum,12,12,serve_first,all_court,Dusty Spur,6A,St. Ignatius,6A,012c9875379cf2d4|8d7d314ef185c4bc
girls,2086-03-20,jhdual:30d7a39b82202212,regular,S2,Ella Baker|girls,Dawkins|girls,8b3293f4b8b20e15,cfc9092064451426,82.0,90.0,1,0.3150501548428673,"6-1, 6-4",0.6849498451571328,-8.0,Sofia Grubbs,Madison McHenry,11,10,pusher,pusher,E. Baker,Group 2,Dawkins,Group 2,8b3293f4b8b20e15|cfc9092064451426
boys,2086-09-07,jhdual:ffbc82ae2f79f6ba,showcase_pod,S2,Bell|boys,Sadie Freeman|boys,1827a882fb6d3e74,f19b8ee45fc4de8d,72.0,80.0,1,0.321222089589746,8-5,0.678777910410254,-8.0,Nolan Gallegos,David Tressler,12,12,all_court,balanced,Bell,8A,High Desert Co-op,Group 1,1827a882fb6d3e74|f19b8ee45fc4de8d
boys,2086-08-24,jhdual:2d816e21bf9c11a7,regular,S3,Canal View North|boys,St. Martin Preparatory|boys,5e2d4ec771a63d26,b9614add1b005569,60.0,68.0,1,0.321222089589746,"4-6, 6-3, 7-6",0.678777910410254,-8.0,James Wong,Channing Ortega,10,12,pusher,serve_first,Lateral Seven,5A,Greaves West,Group 2,5e2d4ec771a63d26|b9614add1b005569
boys,2086-08-17,jhdual:743f108067ae0f7e,regular,S1,Gabriel Zúñiga|boys,Nicolás Quiñones|boys,392711ad599dc8a8,2316917743e80a3d,67.0,75.0,1,0.20412317348074271,"2-6, 6-4, 3-6",0.7958768265192573,-8.0,Jace Joseph,Nova Emmons,12,12,all_court,all_court,Longfellow,8A,Stonehaven,8A,2316917743e80a3d|392711ad599dc8a8
boys,2086-10-16,jhdual:98fcf4b900aa25c6,state,S3,Lake Esperanza|boys,Canal View|boys,b6eb16c9b51a26b2,f40efd68fc41dbe3,56.0,64.0,1,0.20412317348074271,"4-6, 6-3, 6-7",0.7958768265192573,-8.0,Nathan Taylor,Mathias Frenzel,9,9,balanced,pusher,Lake Esperanza,6A,Springfield,6A,b6eb16c9b51a26b2|f40efd68fc41dbe3
boys,2086-09-07,jhdual:d8e706cfdf084d90,showcase_tiered,S1,Elmburg|boys,St. Perpetua Preparatory|boys,15b9ade592465c79,9da6fda5a90f7ec8,62.0,70.0,1,0.20412317348074271,"6-1, 4-6, 3-6",0.7958768265192573,-8.0,Elijah Villalobos,Pravin Vahed,12,12,aggressive_baseliner,serve_first,Mt Jacqueline,1A,St. Josephine Bakhita,1A,15b9ade592465c79|9da6fda5a90f7ec8
boys,2086-08-09,jhdual:c376388d62916fe5,regular,S1,Lonepine Canyon|boys,Olive Reach North|boys,188d41e4730d6139,7e617cb28e2b391a,51.0,59.0,1,0.321222089589746,"6-4, 6-4",0.678777910410254,-8.0,Lukas Blount,Luke Mancilla,11,9,counterpuncher,all_court,Lonepine Canyon,4A,Buckeye Ridge,4A,188d41e4730d6139|7e617cb28e2b391a
boys,2086-10-08,jhdual:7431ad8a9f8746ee,super_regional,S1,Copper Lake|boys,Starlight|boys,9bb789e7f77dc542,2de1bf5dde0d9990,55.0,63.0,1,0.20412317348074271,"6-7, 6-4, 4-6",0.7958768265192573,-8.0,Silas Ortega,Remington Benda,11,12,serve_first,all_court,Copper Lake,7A,Starlight,7A,2de1bf5dde0d9990|9bb789e7f77dc542
boys,2086-10-10,jhdual:f5d75eaf1b86c975,divisional,S3,Amalia Escobedo|boys,Starlight|boys,904c699797a69a2d,3ce8373def081133,52.0,60.0,1,0.20412317348074271,"6-2, 6-7, 0-6",0.7958768265192573,-8.0,Landon Verma,Daniel White,11,11,all_court,aggressive_baseliner,Petoskey Rock,7A,Starlight,7A,3ce8373def081133|904c699797a69a2d
boys,2086-08-12,jhdual:2546186c6e9cf428,regular,S3,St. Cecilia Academy|boys,Trinity Christian|boys,6948ad9ecf1a019c,59e2b26610e99cda,51.0,59.0,1,0.20412317348074271,"7-6, 4-6, 4-6",0.7958768265192573,-8.0,Etienne Robitaille,Alexander Fowler,11,10,pusher,pusher,Quartzburg,1A,Stillwater,1A,59e2b26610e99cda|6948ad9ecf1a019c
boys,2086-09-14,jhdual:884f3748c5aa1771,regular,S3,Llerena|boys,Lucía Villaseñor|boys,7deadb47ae1527b1,1986d1f185d6d581,41.0,49.0,1,0.321222089589746,"6-7, 6-1, 7-6",0.678777910410254,-8.0,Jacob Rodrigues,Griffin Serrano,12,9,all_court,serve_and_volley,Llerena,6A,Glen Park,6A,1986d1f185d6d581|7deadb47ae1527b1
boys,2086-09-17,jhdual:b9291dd84ea48b29,regular,S2,Llerena|boys,Belmonte|boys,716d7bc96d4f7757,6bf8edbf95672eb0,46.0,54.0,1,0.321222089589746,"6-3, 6-4",0.678777910410254,-8.0,Gervasio Leon,Kaes Monroe,10,12,balanced,aggressive_baseliner,Llerena,6A,Belmonte,6A,6bf8edbf95672eb0|716d7bc96d4f7757
boys,2086-09-17,jhdual:b9291dd84ea48b29,regular,S3,Llerena|boys,Belmonte|boys,b54ef08f9e301c3b,262034011d269549,43.0,51.0,1,0.321222089589746,"6-4, 6-2",0.678777910410254,-8.0,Tim Emesibe,Inia Folau,11,12,pusher,all_court,Llerena,6A,Belmonte,6A,262034011d269549|b54ef08f9e301c3b
boys,2086-10-12,jhdual:f3073b19d2ea2727,semi_conference,S1,Nicolás Treviño|boys,Elk Prairie|boys,99f13b516733df7c,f218176b15d11756,58.0,66.0,1,0.321222089589746,"5-7, 6-4, 6-1",0.678777910410254,-8.0,Karter Russo,Jeffrey Keil,10,11,balanced,aggressive_baseliner,Valera,1A,Carolina Island,1A,99f13b516733df7c|f218176b15d11756
boys,2086-08-27,jhdual:ef3c47bb7c874138,regular,S2,Utah|boys,Cañada Grande|boys,b6afb48e44e98299,1409bc76eda2ad09,60.0,68.0,1,0.321222089589746,"6-4, 3-6, 6-2",0.678777910410254,-8.0,Ian Grubb,Carter Fenn,11,12,all_court,serve_first,Utah,Group 1,Cañada Grande,Group 1,1409bc76eda2ad09|b6afb48e44e98299
girls,2086-03-13,jhdual:3dc9696bec1a92a1,regular,S3,Santa Michaela Harbor Gate|girls,Plainfield Science|girls,bbcb20651b1a2512,4a2171595eee08e7,70.0,78.0,1,0.3150501548428673,"4-6, 6-3, 7-6",0.6849498451571328,-8.0,Brenna Yoder,Caroline Atkinson,12,12,counterpuncher,balanced,Tidegate,8A,Plainfield,8A,4a2171595eee08e7|bbcb20651b1a2512
boys,2086-09-16,jhdual:1304eb768eb02ca6,regular,S1,Aldecoa|boys,Aldecoa Academy of Arts and Letters|boys,6915d22305bae7fc,1de68f4e00a9d5be,57.0,65.0,1,0.20412317348074271,"4-6, 6-1, 4-6",0.7958768265192573,-8.0,Mordechai Scofield,Spencer Garber,11,12,balanced,counterpuncher,Aldecoa,Group 1,Coyote Springs,Group 1,1de68f4e00a9d5be|6915d22305bae7fc
girls,2086-05-07,jhdual:a26d1c80554b91a0,sectional,S1,Granite Basin|girls,Thomas Moreau|girls,200dbfa1b7816773,50099abd11486be1,67.0,75.0,1,0.3150501548428673,"6-2, 7-5",0.6849498451571328,-8.0,Mimi Clothier,Evelyn Santos,11,11,serve_first,all_court,Granite Basin,2A,Elkhorn,2A,200dbfa1b7816773|50099abd11486be1
girls,2086-03-08,jhdual:78df30550a4644b9,early,S5,Gravel Narrows|girls,Rostova Junction Technical Arts Academy|girls,457fa92c97d2ed47,0e54e615a425d2f2,50.0,58.0,1,0.3150501548428673,"6-4, 7-6",0.6849498451571328,-8.0,Audrey Earnest,Scarlett Lee,11,10,pusher,serve_first,Gravel Narrows,Group 1,Rostova Tech,Group 1,0e54e615a425d2f2|457fa92c97d2ed47
girls,2086-03-23,jhdual:69c3dd90d8750a09,regular,S3,Gravel Narrows|girls,St. Teresa High School|girls,457fa92c97d2ed47,b4ea0de89ffce951,50.0,58.0,1,0.3150501548428673,"3-6, 7-5, 6-2",0.6849498451571328,-8.0,Audrey Earnest,Emmalee Ouellette,11,10,pusher,counterpuncher,Gravel Narrows,Group 1,St. Teresa,Group 1,457fa92c97d2ed47|b4ea0de89ffce951
girls,2086-03-08,jhdual:3bc0abbb5d51a7ac,regular,S1,Elk Run|girls,Vale High|girls,82de822d5428219a,351a3183cc300aa8,64.0,72.0,1,0.3150501548428673,"0-6, 6-2, 6-2",0.6849498451571328,-8.0,Reese Padilla,Myla Ellis,12,9,serve_first,aggressive_baseliner,Elk Run,2A,Vale,2A,351a3183cc300aa8|82de822d5428219a
girls,2086-03-11,jhdual:3203a249cdb47c9b,regular,S2,Elk Run|girls,Meridian Regional|girls,4fb696b39072b5b3,faaf7fffb9d42a65,64.0,72.0,1,0.3150501548428673,"7-5, 6-3",0.6849498451571328,-8.0,Kalyn Harden,Destiny Long,12,12,all_court,counterpuncher,Elk Run,2A,Meridian Regional,2A,4fb696b39072b5b3|faaf7fffb9d42a65
boys,2086-08-07,jhdual:ad839ab128fbb6e5,early,S3,Hawk Bar|boys,Valley Forge North|boys,0a8e56de9348e6e0,1d0455ec06a7b2ec,38.0,46.0,1,0.20412317348074271,"6-7, 4-6",0.7958768265192573,-8.0,James Sanchez,Liam Rocha,12,12,all_court,aggressive_baseliner,Hawk Bar,2A,Forge Hollow,3A,0a8e56de9348e6e0|1d0455ec06a7b2ec
boys,2086-08-06,jhdual:12bb80b4ddc0ad32,early,S2,Camden Flat|boys,Flume|boys,8eed08174903dcaa,5c160b628d864981,52.0,60.0,1,0.20412317348074271,"3-6, 4-6",0.7958768265192573,-8.0,Andrew Rambo,Nolan Peaslee,12,11,counterpuncher,aggressive_baseliner,Camden Flat,1A,Flume,1A,5c160b628d864981|8eed08174903dcaa
boys,2086-08-23,jhdual:48d26d88f34c1055,regular,S1,Calvary Chapel Ditch Fork|boys,Foothills Christian|boys,2a28155606060cac,2b2a3b85562dfdc5,87.0,95.0,1,0.20412317348074271,"7-5, 6-7, 6-7",0.7958768265192573,-8.0,Lorenzo Craig,Nicholas May,11,12,serve_first,balanced,Cassius,1A,Foothills Christian,1A,2a28155606060cac|2b2a3b85562dfdc5
boys,2086-08-15,jhdual:361716f1dfb945cb,regular,S3,Echevarria I-50 Technical|boys,Itziar Lertxundi|boys,016ab32a153b2ece,1e2d36f9351df6de,45.0,53.0,1,0.321222089589746,"3-6, 6-4, 6-1",0.678777910410254,-8.0,Brian Helton,Christian Go,12,12,counterpuncher,balanced,Red Bluff,Group 1,Noe Valley,Group 1,016ab32a153b2ece|1e2d36f9351df6de
boys,2086-08-05,jhdual:2af5142f69ed3729,early,S2,Lev Volkov|boys,Fort Meriwether|boys,4f57a676fc198bfb,37a3184820813b15,53.0,61.0,1,0.20412317348074271,"1-6, 6-3, 4-6",0.7958768265192573,-8.0,Everett Christensen,Charles Patterson,11,12,junkballer,balanced,Sherwood Estates,4A,Fort Meriwether,5A,37a3184820813b15|4f57a676fc198bfb
boys,2086-09-13,jhdual:bea44f816ba7c3d3,regular,S2,Bethel Christian|boys,Ewartville|boys,0705a0b4acf7696f,da39aea7e2c0bf02,56.0,64.0,1,0.20412317348074271,"3-6, 2-6",0.7958768265192573,-8.0,Gael Bentz,Joseph Williams,12,11,all_court,balanced,Bethel Christian,2A,Fort Tabor,2A,0705a0b4acf7696f|da39aea7e2c0bf02
